position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,hasPaidProductPlacement,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
82,UCIu9XDzeb0Li9JqCzNcvxCg,"Vigga Cortes",cz7S88D47lU,2025-01-11T11:27:47Z,"2025-01-11 11:27:47","Liberdade de expressão: um direito vital que todos devemos proteger! 🌍✨","A importância da liberdade de expressão não pode ser subestimada. A mídia desempenha um papel crucial na defesa desse princípio fundamental, que garante que todas as vozes sejam ouvidas. Reflexões impactantes sobre como a liberdade que desfrutamos hoje pode ser ameaçada amanhã mostram a urgência de defendê-la. O poder da palavra é a nossa arma mais forte e todos devem ser agentes dessa causa. Deixe suas impressões e compartilhe estas ideias essenciais! #LiberdadeDeExpressão #Mídia #DireitosHumanos #VozesQueImportam #DefendaALiberdade #FuturoDaMídia #Cidadania #PensamentoCrítico #vizard #vizard",,25,"News & Politics","Politics,Society",PT18S,18,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/cz7S88D47lU/maxresdefault.jpg,,,,,,16426,968,,0,2
83,UCiEUEjbdg8ROnC0R1yUi5tA,"Enio Walcacer",huehKi_bUy0,2024-05-10T12:08:23Z,"2024-05-10 12:08:23","Câmara dos EUA aciona OEA sobre supostas violações à liberdade de expressão por Alexandre de Moraes",,,27,Education,"Politics,Society",PT46S,46,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/huehKi_bUy0/maxresdefault.jpg,,,,,,16250,964,,0,41
84,UCsgHWN8lYveMUEWTDheTjZA,"Brasil Escola Oficial",BD2my50vA9E,2024-02-26T23:00:06Z,"2024-02-26 23:00:06","Liberdade de expressão ou discurso de ódio? - Brasil Escola","A liberdade de expressão é um princípio essencial que sustenta a democracia e promove o progresso social. No entanto, ela não é um direito absoluto e enfrenta desafios e limites em diferentes contextos, como questões de incitamento ao ódio, discurso de ódio e desinformação. Quer saber mais sobre o assunto? Brasil Escola Liberdade de imprensa - http://brasilescola.com/politica/liberdade-de-imprensa.htm Liberdade de expressão - http://brasilescola.com/sociologia/liberdade-de-expressao.htm Mundo Educação Cyberbullying - http://mundoeducacao.com/sociologia/cyberbullying.htm Intolerância religiosa - http://mundoeducacao.com/sociologia/intolerancia-religiosa.htm Prepara Enem Democracia - https://www.preparaenem.com/politica/democracia.htm Supremacia branca - https://www.preparaenem.com/historia/supremacia-branca.htm Negacionismo - https://www.preparaenem.com/curiosidades/negacionismo.htm Siga-nos: Brasil Escola: http://www.brasilescola.com/ Twitter: https://twitter.com/brasilescola Facebook: http://www.facebook.com/brasilescola/ Instagram: https://www.instagram.com/brasilescolaoficial/ TikTok: https://www.tiktok.com/@brasilescola #BrasilEscola #Sociologia #liberdadedeexpressão #DiscursoDeÓdio","liberdade de expressão,discurso de ódio,cyberbullying,fake news,Negacionismo,liberdade de imprensa,intolerância religiosa",27,Education,Knowledge,PT5M18S,318,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/BD2my50vA9E/maxresdefault.jpg,1,,,,,16212,583,,0,40
85,UCaWDv5swQOJrK1Aaq-ovMig,"Aula No Tubo",BsUI2SVRLok,2025-05-30T00:56:58Z,"2025-05-30 00:56:58","A liberdade de expressão tem seu preço nos EUA!","A recente declaração do secretário de Estado sobre a proibição de entrada nos Estados Unidos para aqueles que não respeitam a liberdade de expressão está causando alvoroço. Neste clips impactante, a conversa gira em torno dos possíveis desdobramentos dessa medida e suas implicações internas e externas. Além disso, provocações sobre figuras emblemáticas que vêm à mente ao se abordar este tema são lançadas. Prepare-se para uma análise incisiva que reflete sobre o verdadeiro significado da liberdade em tempos de contenda. #LiberdadeDeExpressao #PoliticaInternacional #AlejandroGarcia #EUA #AnalisesPoliticas #shorts","AlejandroGarcia,AnalisesPoliticas,EUA,LiberdadeDeExpressao,PoliticaInternacional",22,"People & Blogs","Politics,Society",PT47S,47,2d,hd,false,pt-PT,pt-PT,,1,,,,,26871,1606,,0,5
86,UCLHIUIBIid6qpljFBWEOHSw,"AuriVerde Brasil",Jro3NpFQMJs,2026-04-27T12:14:09Z,"2026-04-27 12:14:09","Ainda há liberdade de expressão no Brasil? | Análise de Alexandre Pittoli","Com base em um vídeo de Gilmar Mendes e outro de Jair Messias Bolsonaro, Alexandre Pittoli levanta um questionamento: ainda há liberdade de expressão no Brasil? LOJA AURIVERDE BRASIL👇 https://loja.auriverdebrasil.com.br/ 🔰 Assista ao programa na íntegra: https://www.youtube.com/watch?v=7w_J5KGg_d8 ✅ Assine a Comunidade Auriverde Brasil: https://go.auriverdebrasil.com.br/campaign/yt-pg ✅ Inscreva-se no nosso canal, aqui no Youtube: https://www.youtube.com/@auriverdebrasil ✅ Torne-se membro do nosso canal, aqui no Youtube: https://www.youtube.com/channel/UCLHIUIBIid6qpljFBWEOHSw/join ✅ Siga o nosso perfil no Instagram: https://www.instagram.com/auriverdebrasil/ ✅ Siga o nosso perfil no X: https://x.com/auriverdebrasil ✅ Acesse o nosso site: https://auriverdebrasil.com.br/ A Rádio Auri Verde de Bauru reconhece que programas jornalísticos e de opinião podem conter manifestações pessoais de seus apresentadores, comentaristas, entrevistados ou participantes. As opiniões emitidas por comentaristas, convidados, entrevistados e participantes são de responsabilidade exclusiva de seus autores e não representam, necessariamente, o posicionamento institucional da Rádio Auri Verde de Bauru. O veículo não endossa automaticamente opiniões individuais expressas em sua programação.","Alexandre Garcia,AuriVerde Brasil,Bolsonaro,Pittoli,Lula,auriverde ao vivo,auriverde,alexandre pittoli,stf,alexandre de moraes,economia,eduardo bolsonaro,notícias de hoje,ao vivo agora,trump,ao vivo,notícias,jornal da auriverde ao vivo,jornal auriverde brasil ao vivo,jornal da auriverde brasil,eleições 2026,phvox",25,"News & Politics","Politics,Society",PT20M17S,1217,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/Jro3NpFQMJs/maxresdefault.jpg,1,,,,,16474,2486,,0,144
87,UCoa-D_VfMkFrCYodrOC9-mA,"Band Jornalismo",uQHQ32mMF10,2026-04-03T03:53:34Z,"2026-04-03 03:53:34","Fachin rebate relatório dos EUA sobre liberdade de expressão no Brasil","O presidente do Supremo, Edson Fachin, rebateu hoje o relatório de um comitê dos Estados Unidos que acusou o STF de violar a liberdade de expressão no Brasil. 📸 Reprodução/Band 📲 Mais informações no site band.com.br #BandJornalismo #shorts",,22,"People & Blogs","Politics,Society",PT1M8S,68,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/uQHQ32mMF10/maxresdefault.jpg,1,,,,,27508,619,,0,21
88,UCrVtqm9yV7UhOGMFqJpi7Tg,"MARRADO OFICIAL",U8TlQI9OlK0,2018-01-11T18:54:41Z,"2018-01-11 18:54:41","Liberdade De Expressão - Luz e Trevas (Vídeo Clipe Oficial)","WR Produções Produção Musical: Wagner Rodrigues / Dj Luizinho Instagram: @Liberdadedeexpressaoluzetrevas Inscreva-se : https://www.youtube.com/channel/UCrVtqm9yV7UhOGMFqJpi7Tg?view_as=subscriber Facebook:https://www.facebook.com/Liberdade-de-Express%C3%A3o-820616921435579/ CONTRATE: Liberdadedeexpressaoluzetrevas@gmail.com (11) 9 4263-7861;;;;;;;;;;; (11) 9 4739-8808","RapNacional,Hiphop,luzetrevas,Liberdadedeexpressao,Rap,Brasil,rapGringo,Music,musica,trap,1kilo,hungria,Projota",22,"People & Blogs","Hip_hop_music,Music",PT4M26S,266,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/U8TlQI9OlK0/maxresdefault.jpg,,,,,,15925,478,,0,47
89,UC7lQRQoldf_0Vf7eSkEbieQ,"Glenn Greenwald Brasil",aYS950QPtRI,2024-09-04T22:00:01Z,"2024-09-04 22:00:01","Musk vs. Moraes, Liberdade de Expressão, CIA nas Eleições do Brasil e +","Glenn Greenwald expõe os abusos de poder do ministro Alexandre de Moraes, que censurou jornalistas, parlamentares e apoiadores de Bolsonaro, resultando no anúncio de Elon Musk sobre o fechamento das operações do X (ex-Twitter) no Brasil. Com a nova série de reportagens da Folha de São Paulo revelando conversas ilegais de Moraes e seu gabinete, Greenwald destaca a importância de acompanhar essa disputa entre Elon Musk e Moraes para desenvolver uma opinião crítica sobre o impacto desses atos na liberdade de expressão. Vídeo com legendas em português 🇧🇷 Programa Exibido originalmente no dia 11/04/24. 🔔 Não se esqueça de se inscrever no canal e ativar as notificações para não perder nenhum conteúdo! Queremos ouvir a sua opinião. #glenngreenwald #alexandredemoraes #AbusoDePoder #censuranão #Democracia #liberdadedeexpressao #jornalismoinvestigativo #folhadesaopaulo Siga: X: @ggreenwald Instagram: @glenn.11.greenwald","Glen,Musc",22,"People & Blogs","Politics,Society",PT8M5S,485,2d,hd,false,pt-PT,en,https://i.ytimg.com/vi/aYS950QPtRI/maxresdefault.jpg,1,,,,,15660,3133,,0,208
90,UCrcuViDbNxdpRH0MFNHZHwg,"Radar Geopolítico",HBiRYVlMU4s,2025-09-11T11:16:08Z,"2025-09-11 11:16:08","Liberdade de Expressão? Debate Polêmico no Congresso #shorts","Um deputado enfrenta críticas após usar linguagem ofensiva. A discussão acende o debate sobre os limites da liberdade de expressão e o respeito no discurso político. #política #liberdadedeexpressão #respeito #debate #parlamento",,25,"News & Politics","Politics,Society",PT21S,21,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/HBiRYVlMU4s/maxresdefault.jpg,,,,,,30321,236,,0,1
91,UCOnuheHbS2DgZiAZFL0-Sbg,"Brasil de Fato",aiAMY3bKgtY,2024-04-10T21:00:00Z,"2024-04-10 21:00:00","Alexandre de Moraes: 'Liberdade de expressão não é liberdade de agressão'","O ministro do STF Alexandre de Moraes se manifestou hoje (10) sobre os recentes episódios envolvendo o bilionário Elon Musk, dono da rede social X. “Tenho absoluta convicção que o STF, a população brasileira e as pessoas de bem sabem que liberdade de expressão não é liberdade para proliferação do ódio, do racismo, da misoginia, da homofobia. Sabem que liberdade de expressão não é liberdade de defesa da tirania”, disse o ministro na abertura da sessão da Corte. No último fim de semana, Musk acusou o Judiciário brasileiro, na figura de Moraes, de cometer “censura” ao exigir dados de contas que espalham desinformação ou discurso de ódio nas redes sociais e suspensão de algumas delas. Acompanhe os desdobramentos do caso no #BrasildeFato Acesse o nosso site para mais notícias: http://www.brasildefato.com.br INSCREVA-SE em nosso canal: https://www.youtube.com/@brasildefato Facebook: https://facebook.com/brasildefato Twitter: https://twitter.com/brasildefato Instagram: https://instagram.com/brasildefato/","brasil de fato,política,notícias,informação,jornalismo",25,"News & Politics","Politics,Society",PT41S,41,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/aiAMY3bKgtY/maxresdefault.jpg,1,,,,,15242,742,,0,249
92,UCcWKpMNiEYeaTQ5cdNT8EwA,"Manual do Brasil",lv3DakWSet0,2020-01-16T21:00:16Z,"2020-01-16 21:00:16","LIBERDADE DE EXPRESSÃO NO BRASIL | MANUAL DO BRASIL","Esse é o canal Manual do Brasil! Sejam bem-vindos! O que vocês acharam do terrível ataque à bomba na sede do escritório do canal Porta dos Fundos no RJ devido ao especial de Natal da empresa na plataforma Netflix? Deixem aqui nos comentários e SE INSCREVAM NO CANAL!!!! Assistam também: QUANTO GANHA UM MINISTRO DO STF? - https://youtu.be/JzWJmjJOtt8 Siga-nos no Instagram - https://www.instagram.com/manualdobrasil Siga também o Pedro Rodrigues - https://www.instagram.com/pedro.rodrigues305/ MANUAL DO BRASIL é o canal que busca conscientizar a população brasileira de como o país funciona na prática para vocês tirarem suas próprias conclusões! Portanto, fique ligado! #MANUALDOBRASIL #PEDRORODRIGUES","liberdade de expressão,ataque porta dos fundos,porta dos fundos jesus,limites da liberdade de expressão,ai5,censura,censura porta dos fundos,censura no brasil,stf porta dos fundos,juiz censura porta dos fundos,especial de natal porta dos fundos,porta dos fundos natal,porta dos fundos netflix,especial natal netflix,especial natal netflix porta dos fundos,porta dos fundos natal 2019,censura netflix",25,"News & Politics","Politics,Society",PT3M29S,209,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/lv3DakWSet0/maxresdefault.jpg,1,,Brasil,-14.235004,-51.92528,15072,245,,0,15
93,UCOgJjHWA4TJQW2p8iIvMLIA,"Cortes PodcastBR",fCgH5SX7H4Q,2025-08-26T16:06:42Z,"2025-08-26 16:06:42","DIREITOS ABSOLUTOS NO BRASIL? A POLÊMICA DA LIBERDADE DE EXPRESSÃO! ⚖️🗣️ #política #justiça","Neste debate, o professor e advogado André Marsiglia discute a natureza da liberdade de expressão e os limites impostos pelo Supremo Tribunal Federal. Ele argumenta que a própria Constituição já estabelece regras, mas questiona se as limitações atuais vêm da lei ou da interpretação do STF. Assista para entender a polêmica sobre o que realmente garante ou restringe a sua liberdade de falar. ​#LiberdadeDeExpressão #STF #Constituição #Debate #Política #Justiça #Direitos #Democracia #JairBolsonaro #Cortes #Podcast #Opinião #Análise #PolíticaBrasileira #Brasil #Noticias #Legal #DireitoConstitucional #Supremo #DebatePolítico #inteligêncialtda #polêmica #AlexandreDeMoraes #viral #shorts #AndréMarsiglia #AcácioMiranda #debate #democracia #governo #bolsonaro #DireitosAbsolutos","LiberdadeDeExpressão, STF, Constituição, Debate, Política, Justiça, Direitos, Democracia, JairBolsonaro, Cortes, Podcast, Opinião, Análise, PolíticaBrasileira, Brasil, Notícias, Legal, DireitoConstitucional, Supremo, DebatePolítico, inteligêncialtda, polêmica, AlexandreDeMoraes, viral, shorts, AndréMarsiglia, AcácioMiranda, debate, democracia, governo, bolsonaro,DireitosAbsolutos",22,"People & Blogs","Politics,Society",PT18S,18,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/fCgH5SX7H4Q/maxresdefault.jpg,,,,,,31392,661,,0,4
94,UCBQAI1ZhurW3nbtJR-gBBZg,"Revista Oeste",dN6Axtgnfls,2026-04-21T12:40:01Z,"2026-04-21 12:40:01","Condenação de Eduardo Bolsonaro é um ataque à liberdade de expressão e expõe parcialidade de Moraes","Assine a Revista Oeste: https://br.revistaoeste.com/assine/?utm_source=OSF&utam_medium=YT&utm_campaign=Vendas&utm_term=&utm_content= Acesse a Revista Oeste: https://revistaoeste.com/ Programa na íntegra: https://www.youtube.com/watch?v=1iXucuOsNEI","Revista Oeste,Oeste,Oeste TV,Oeste Revista,TV Oeste,jornal da oeste,perseguição a eduardo bolsonaro,stf,alexandre de moraes,eduardo bolsonaro,condenação,parcialidade,liberdade de expressão,censura,judiciário,política brasileira,direita,conservadorismo,julgamento virtual,tabata amaral",25,"News & Politics","Politics,Society",PT15M44S,944,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/dN6Axtgnfls/maxresdefault.jpg,1,,"São Paulo",-23.5557714,-46.6395571,14826,986,,0,40
95,UCuiLR4p6wQ3xLEm15pEn1Xw,"Record News",qDxIeWyAUJA,2019-04-12T00:57:26Z,"2019-04-12 00:57:26","Liberdade de expressão: até onde vai esse direito?","A polêmica envolvendo o apresentador e humorista Danilo Gentili levantou a questão: até onde vai a liberdade de expressão? Quando passa a ser um discurso ofensivo? Adriano de Assis Ferreira, advogado, professor de filosofia do direito e ciência política da escola brasileira de direito, falou sobre o assunto. #JRNews","liberdade de expressão,danilo gentili,ofensa,injúria,difamação,calúnia,record,news",25,"News & Politics","Politics,Society,Television_program",PT8M26S,506,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/qDxIeWyAUJA/maxresdefault.jpg,1,,,,,13359,479,,0,31
96,UCO3NkY-ktpMmK6kb-gR5Xeg,"CONQUISTA COMENTA",fHAscAtNsjY,2026-04-28T22:39:27Z,"2026-04-28 22:39:27","Liberdade de expressão",,,25,"News & Politics",Music,PT9S,9,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/fHAscAtNsjY/maxresdefault.jpg,,,,,,29478,591,,0,20
97,UCQmdaj0Y7fxKKnc9fMoieag,"BRONCA DO CONSUMIDOR ",kXZFQND7i-E,2025-09-07T15:44:35Z,"2025-09-07 15:44:35","VITÓRIA HISTÓRICA! STF confirma Liberdade de Expressão","🚨 Vitória da liberdade de expressão! O Supremo Tribunal Federal decidiu derrubar a censura, reafirmando um dos direitos mais importantes da Constituição: a liberdade de expressão. ⚖️ Essa decisão histórica representa um marco relevante também para o programa Bronca do Consumidor, que sempre atuou de forma independente e sem amarras, dando voz a quem muitas vezes é silenciado. 📣 Nossa missão continua: mostrar a verdade, cobrar respeito e defender os consumidores de todo o Brasil. 💬 Deixe sua opinião nos comentários — o que você acha dessa decisão do STF? 📌 Seja membro deste canal e ganhe benefícios: https://bit.ly/_seja_membro 📌 Confira a playlist completa da Bronca do Consumidor: https://bit.ly/playlist_bronca 📌 Fale com nossa equipe pelo WhatsApp: https://wa.me/5562982881005 📌 Canal 100% independente, sem patrocínio. Todo o trabalho é feito de forma voluntária e gratuita, sempre em defesa da justiça social e dos direitos do consumidor. #BroncaDoConsumidor #STF #LiberdadeDeExpressão #DireitoConstitucional #Justiça #Consumidor","Consumidor,compras,mediação,pessoa juridica,fornecedor,goiania,cdc,jadielsantos,broncadoconsumidor,rondadoconsumidor,reporter ben mendes,direito do consumidor,direito de imagem,goiás,ben mendes,Procon,#Construtora,#Reembolso,#Desrespeito,#ConsumidorLesado,#Justiça,#CódigoDeDefesaDoConsumidor,#Negligência,stf,causaganha",22,"People & Blogs","Politics,Society",PT38M,2280,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/kXZFQND7i-E/maxresdefault.jpg,1,,Goiânia,-16.6868491,-49.2707899,12974,994,,0,159
98,UCRKRWw2ig_qHMmG-MrCeP9g,"O Farol do Bom Senso",PjMvBcUzjUE,2024-11-28T19:15:02Z,"2024-11-28 19:15:02","Liberdade de expressão e censura","@NikolasFerreiraO , em forte discurso na tribuna, fala sobre liberdade de expressão e censura, enquanto o STF legisla sobre censura na internet.",,22,"People & Blogs","Politics,Society",PT39S,39,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/PjMvBcUzjUE/maxresdefault.jpg,,,,,,12802,915,,0,8
99,UCxUChd69wxEC2S1lXZvhfzg,"Sistema Positivo de Ensino",6ZPYN89VFG4,2025-11-04T16:03:33Z,"2025-11-04 16:03:33","Atualidades Enem 2025: Democracia, fake news, cidadania e liberdade de expressão 📰💻","Atualidades Enem 2025: Democracia, fake news, cidadania e liberdade de expressão 📰💻 Fake news, liberdade de expressão e participação social: tudo isso tem a ver com democracia — um dos temas mais cobrados no Enem 2025. Neste vídeo da trilha Atualidades | Reta Final Vestibulares, Silmara Rascalha Casadei explica como a democracia enfrenta desafios no mundo digital, o impacto da desinformação e o papel da educação midiática e da formação cidadã para fortalecer o pensamento crítico. Você vai entender: - Como as fake news afetam a democracia; - A importância da educação na construção de cidadãos críticos; - Referências teóricas e repertórios que podem enriquecer sua redação do Enem; - Como conectar o tema da democracia às competências II e III da prova. ✨ Use esse conteúdo para fortalecer seu repertório sociocultural e se preparar melhor para os vestibulares. 🔗 Confira também os outros vídeos da Trilha de Atualidades da Reta Final do Sistema Positivo! #Democracia #Enem2025 #FakeNews #LiberdadeDeExpressão #Atualidades #RetaFinalVestibulares #SistemaPositivo #RedaçãoEnem #Cidadania #EducaçãoMIdiática #SilmaraRascalhaCasadei","Atualidades Enem,Tema de redação Enem,Repertório sociocultural Enem,Enem 2025 atualidades,Reta Final Vestibulares,Sistema Positivo,Dicas redação Enem,Redação Enem 2025,Atualidades vestibulares,Enem 2025,Tema redação Enem 2025,Dicas Enem 2025,Vestibulares 2025,Vestibular 2025,Redação,Temas redação,Repertório Enem,democracia no brasil,fake news,liberdade de expressão,educação midiática,cidadania,participação social,direitos humanos,desinformação",27,Education,Knowledge,PT5M9S,309,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/6ZPYN89VFG4/maxresdefault.jpg,,,,,,19541,5,,0,0
